0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000
-0.000,0.000,-0.000,0.000,-0.000,-0.000
-0.000,0.000,-0.000,0.000,-0.000,0.000
-0.000,0.000,-0.000,0.000,-0.000,0.000
-0.000,0.000,-0.000,0.000,-0.000,0.000
-0.000,0.000,-0.000,0.000,-0.000,0.000
-0.000,0.001,-0.001,0.000,-0.000,0.000
-0.000,0.001,-0.001,0.000,-0.000,0.000
-0.000,0.001,-0.001,0.000,-0.000,0.000
-0.000,0.001,-0.001,0.000,-0.000,0.000
-0.000,0.001,-0.002,0.000,-0.000,0.000
-0.000,0.002,-0.002,0.000,-0.000,0.000
-0.000,0.002,-0.002,0.000,-0.000,0.000
-0.000,0.002,-0.003,0.000,-0.000,0.000
-0.000,0.003,-0.003,0.000,-0.000,0.000
-0.000,0.003,-0.003,0.000,-0.000,0.000
-0.000,0.003,-0.004,0.000,-0.000,0.000
-0.000,0.004,-0.004,0.000,-0.000,0.000
-0.000,0.004,-0.005,0.001,-0.000,0.000
-0.000,0.005,-0.005,0.001,-0.000,0.000
-0.000,0.005,-0.006,0.001,-0.000,0.000
-0.000,0.006,-0.007,0.001,-0.000,0.000
-0.000,0.007,-0.007,0.001,-0.000,0.000
-0.000,0.007,-0.008,0.001,-0.000,0.000
-0.000,0.008,-0.009,0.001,-0.000,0.000
-0.000,0.008,-0.009,0.001,-0.000,0.000
-0.000,0.009,-0.010,0.001,-0.000,0.000
-0.000,0.010,-0.011,0.001,-0.000,0.000
-0.000,0.010,-0.012,0.001,-0.000,0.000
-0.000,0.011,-0.012,0.001,-0.000,0.000
-0.000,0.012,-0.013,0.001,-0.000,0.000
-0.000,0.013,-0.014,0.001,-0.000,0.000
-0.000,0.014,-0.015,0.002,-0.000,0.000
-0.000,0.014,-0.016,0.002,-0.000,0.000
-0.000,0.015,-0.017,0.002,-0.000,0.000
-0.000,0.016,-0.018,0.002,-0.000,0.000
-0.000,0.017,-0.019,0.002,-0.000,0.000
-0.000,0.018,-0.020,0.002,-0.000,0.000
-0.000,0.019,-0.021,0.002,-0.000,0.000
